name,acc,auc,f1,lin,pearson
+APOE,0.574999988079071,0.9788888692855835,0.8953089118003845,0.5520122647285461,0.5495843291282654
"+APOE+Edu
+Age",0.6000000238418579,0.9833333492279053,0.9480851292610168,0.632559061050415,0.6297768354415894
Right only,0.5916666388511658,0.992222249507904,0.9119769334793091,0.6250824332237244,0.6223331093788147
Both hemisphere,0.6166666746139526,0.9911110997200012,0.9119769334793091,0.605309009552002,0.6026466488838196
L,0.38211381435394287,0.7920997738838196,0.7015789747238159,0.391157865524292,0.3889618515968323
L1,0.47154471278190613,0.8814969062805176,0.7980769276618958,0.38893020153045654,0.38674670457839966
L2,0.4796747863292694,0.9261954426765442,0.8288043737411499,0.4723413586616516,0.46968957781791687
Final,0.5121951103210449,0.9604989886283875,0.897282600402832,0.5675479769706726,0.5643616914749146
RF,0.45528456568717957,0.8711018562316895,0.7794236540794373,0.47072798013687134,0.46808525919914246
GB,0.5284552574157715,0.8804574012756348,0.809876561164856,0.5012284517288208,0.4984145164489746
SVR,0.5365853905677795,0.9563409686088562,0.9165120720863342,0.5485178828239441,0.5454384684562683
LSVR,0.5203251838684082,0.8108108043670654,0.7407407164573669,0.4132902920246124,0.4109700322151184
XGB,0.5121951103210449,0.8991683721542358,0.8444444537162781,0.5248516201972961,0.5219050049781799
1,0.5203251838684082,0.957380473613739,0.897282600402832,0.5539796352386475,0.5508695244789124
4,0.5284552574157715,0.9594594836235046,0.9151629209518433,0.5818750858306885,0.5786083340644836
0.1,0.5447154641151428,0.9480249285697937,0.8288043737411499,0.5242242217063904,0.5212811827659607
0.01,0.5853658318519592,0.9189189076423645,0.8133584856987,0.47595053911209106,0.4732784926891327
10,0.5365853905677795,0.9480249285697937,0.897282600402832,0.5968942642211914,0.5935432314872742
100,0.5040650367736816,0.9137214422225952,0.8444444537162781,0.577679455280304,0.5744363069534302
No scaler,0.46341463923454285,0.9189189076423645,0.8444444537162781,0.5492880940437317,0.5462043285369873
Standard,0.5365853905677795,0.9459459185600281,0.8653846383094788,0.5586076378822327,0.5554715394973755
Control,0.577235758304596,0.9261954426765442,0.8288043737411499,0.5466721653938293,0.5436031222343445
+APOE,0.5691056847572327,0.9615384340286255,0.8812280893325806,0.566767692565918,0.5635858178138733
"+APOE+Edu
+Age",0.5528455376625061,0.9511434435844421,0.8288043737411499,0.5705707669258118,0.5673675537109375
Right only,0.5365853905677795,0.9916840195655823,0.8790123462677002,0.5851691365242004,0.5818839073181152
Both hemisphere,0.49593496322631836,0.9708939790725708,0.9151629209518433,0.5774403810501099,0.5741985440254211
L,0.4262295067310333,0.6943867206573486,0.6646119356155396,0.27358004450798035,0.27234405279159546
L1,0.5,0.8471933603286743,0.7407407164573669,0.31862130761146545,0.3171818256378174
L2,0.5245901346206665,0.8024948239326477,0.7061728239059448,0.31992650032043457,0.3184811472892761
Final,0.5491803288459778,0.8264033198356628,0.7753086686134338,0.45337340235710144,0.45132511854171753
RF,0.5245901346206665,0.9293139576911926,0.8444444537162781,0.48142749071121216,0.4792524576187134
GB,0.5655737519264221,0.9064449071884155,0.8288043737411499,0.5198694467544556,0.5175207853317261
SVR,0.4836065471172333,0.8440748453140259,0.7705239653587341,0.47499823570251465,0.47285225987434387
LSVR,0.35245901346206665,0.7079002261161804,0.5714285969734192,0.15249121189117432,0.15180227160453796
XGB,0.5737704634666443,0.9126819372177124,0.897282600402832,0.5363869667053223,0.5339636206626892
1,0.5163934230804443,0.8274428248405457,0.75,0.44800621271133423,0.4459821879863739
4,0.5327869057655334,0.82536381483078,0.7753086686134338,0.45565399527549744,0.4535953998565674
0.1,0.46721312403678894,0.812889814376831,0.72062087059021,0.41183334589004517,0.40997275710105896
0.01,0.4344262182712555,0.7983368039131165,0.6918478012084961,0.38313865661621094,0.3814077079296112
10,0.5081967115402222,0.8316008448600769,0.7555432319641113,0.45474591851234436,0.4526914358139038
100,0.4754098355770111,0.8284823298454285,0.6856984496116638,0.4036529064178467,0.40182924270629883
No scaler,0.4590163826942444,0.8471933603286743,0.72062087059021,0.4204866588115692,0.41858696937561035
Standard,0.4754098355770111,0.8409563302993774,0.7407407164573669,0.48378786444664,0.48160219192504883
Control,0.5327869057655334,0.8950104117393494,0.7288378477096558,0.4562806487083435,0.4542192220687866
+APOE,0.5,0.8866943717002869,0.75,0.4642069637775421,0.4621097445487976
"+APOE+Edu
+Age",0.5245901346206665,0.8607068657875061,0.7857142686843872,0.5032486319541931,0.5009750127792358
Right only,0.5,0.8367983102798462,0.7649928331375122,0.44272956252098083,0.44072937965393066
Both hemisphere,0.5,0.8243243098258972,0.7142857313156128,0.4460279941558838,0.44401291012763977
L,0.40163934230804443,0.8056132793426514,0.7495361566543579,0.3434930145740509,0.34190496802330017
L1,0.49180328845977783,0.8191268444061279,0.6870588064193726,0.4117186665534973,0.4098151922225952
L2,0.44262295961380005,0.8305613398551941,0.8317307829856873,0.3652566075325012,0.36356794834136963
Final,0.5901639461517334,0.9313929080963135,0.897282600402832,0.5753807425498962,0.5727205872535706
RF,0.5081967115402222,0.9386694431304932,0.8214285969734192,0.5461899042129517,0.5436647534370422
GB,0.5,0.927234947681427,0.809876561164856,0.511121928691864,0.5087588429450989
SVR,0.5737704634666443,0.9241164326667786,0.8812280893325806,0.5871664881706238,0.5844519138336182
LSVR,0.44262295961380005,0.6954261660575867,0.649350643157959,0.2749965786933899,0.2737252116203308
XGB,0.5491803288459778,0.9147608876228333,0.863043487071991,0.5335826277732849,0.5311157703399658
1,0.5655737519264221,0.9282744526863098,0.863043487071991,0.5762191414833069,0.5735551118850708
4,0.5983606576919556,0.9261954426765442,0.9151629209518433,0.5721151232719421,0.5694701075553894
0.1,0.5327869057655334,0.9209979176521301,0.8317307829856873,0.5523746013641357,0.5498208403587341
0.01,0.5327869057655334,0.8846153616905212,0.8133584856987,0.491828978061676,0.48955515027046204
10,0.5491803288459778,0.9241164326667786,0.897282600402832,0.5632051229476929,0.5606012940406799
100,0.5327869057655334,0.9085239171981812,0.863043487071991,0.5023408532142639,0.5000184178352356
No scaler,0.5737704634666443,0.9501039385795593,0.8411319851875305,0.587102472782135,0.5843881368637085
Standard,0.5409836173057556,0.9147608876228333,0.8812280893325806,0.5396126508712769,0.5371178984642029
Control,0.5163934230804443,0.9085239171981812,0.8790123462677002,0.5015616416931152,0.4992428123950958
+APOE,0.5491803288459778,0.9106029272079468,0.897282600402832,0.5224968791007996,0.5200812220573425
"+APOE+Edu
+Age",0.5655737519264221,0.9293139576911926,0.8472933173179626,0.5879523158073425,0.5852340459823608
Right only,0.5901639461517334,0.94490647315979,0.863043487071991,0.5837703943252563,0.5810714364051819
Both hemisphere,0.5737704634666443,0.9417879581451416,0.897282600402832,0.5719605684280396,0.5693162679672241
L,0.4876033067703247,0.8611111044883728,0.7732771039009094,0.4670245945453644,0.46525293588638306
L1,0.4876033067703247,0.8450854420661926,0.7654054164886475,0.3706762194633484,0.36927005648612976
L2,0.40495866537094116,0.8557692170143127,0.7534090876579285,0.492390513420105,0.4905226230621338
Final,0.5537189841270447,0.9091880321502686,0.8199767470359802,0.624610960483551,0.6222414374351501
RF,0.44628098607063293,0.8819444179534912,0.7479674816131592,0.5174717903137207,0.515508770942688
GB,0.4793388545513153,0.9262820482254028,0.8430379629135132,0.5688459277153015,0.5666880011558533
SVR,0.5206611752510071,0.8952991366386414,0.8397932648658752,0.6054613590240479,0.6031644940376282
LSVR,0.41322314739227295,0.7008547186851501,0.6648648381233215,0.22050952911376953,0.2196730226278305
XGB,0.43801653385162354,0.9038461446762085,0.7534090876579285,0.522619903087616,0.5206373333930969
1,0.5371900796890259,0.9081196784973145,0.8397932648658752,0.6279073357582092,0.6255253553390503
4,0.5371900796890259,0.9123931527137756,0.7995886206626892,0.6175017952919006,0.615159273147583
0.1,0.5206611752510071,0.8899572491645813,0.8397932648658752,0.6104333400726318,0.6081176400184631
0.01,0.4793388545513153,0.8344017267227173,0.8430379629135132,0.5512452721595764,0.5491541028022766
10,0.5537189841270447,0.9102563858032227,0.7995886206626892,0.6030917167663574,0.6008039116859436
100,0.4876033067703247,0.872863233089447,0.7785714268684387,0.5352559089660645,0.533225417137146
No scaler,0.4793388545513153,0.9070512652397156,0.8238636255264282,0.5977962613105774,0.5955285429954529
Standard,0.5371900796890259,0.9123931527137756,0.8617614507675171,0.59891676902771,0.5966447591781616
Control,0.5454545617103577,0.9123931527137756,0.7785714268684387,0.5531863570213318,0.5510878562927246
+APOE,0.5619834661483765,0.9391025900840759,0.7785714268684387,0.5698993802070618,0.5677374005317688
"+APOE+Edu
+Age",0.5454545617103577,0.93482905626297,0.8590909242630005,0.6533358693122864,0.6508574485778809
Right only,0.5371900796890259,0.8974359035491943,0.8041917681694031,0.5945044755935669,0.5922492146492004
Both hemisphere,0.4958677589893341,0.9081196784973145,0.7995886206626892,0.5962203145027161,0.5939585566520691
L,0.4749999940395355,0.8433333039283752,0.6942355632781982,0.1813095659017563,0.1809573620557785
L1,0.4833333194255829,0.9066666960716248,0.8063492178916931,0.41874176263809204,0.4179283380508423
L2,0.5166666507720947,0.9133333563804626,0.809645414352417,0.4801933467388153,0.47926053404808044
Final,0.625,0.9722222089767456,0.9313063025474548,0.6735334992408752,0.6722251772880554
RF,0.5249999761581421,0.9327777624130249,0.8983333110809326,0.6024082899093628,0.6012380719184875
GB,0.5166666507720947,0.9477777481079102,0.8953089118003845,0.6677680611610413,0.6664708852767944
SVR,0.5583333373069763,0.9788888692855835,0.8969594836235046,0.6761773824691772,0.674863874912262
LSVR,0.3499999940395355,0.6622222065925598,0.6161327362060547,0.1591235250234604,0.1588144153356552
XGB,0.5333333611488342,0.945555567741394,0.8806262016296387,0.61992347240448,0.618719220161438
1,0.6166666746139526,0.9677777886390686,0.9134751558303833,0.672443151473999,0.6711368560791016
4,0.6000000238418579,0.9755555391311646,0.9313063025474548,0.6706718802452087,0.6693690419197083
0.1,0.5833333134651184,0.9577777981758118,0.8953089118003845,0.6498113870620728,0.6485491394996643
0.01,0.5416666865348816,0.9266666769981384,0.8788652420043945,0.5896461606025696,0.5885007977485657
10,0.5916666388511658,0.9700000286102295,0.8969594836235046,0.6575358510017395,0.6562585830688477
100,0.6166666746139526,0.9399999976158142,0.8604118824005127,0.591563880443573,0.5904147624969482
No scaler,0.5666666626930237,0.948888897895813,0.8969594836235046,0.6186930537223816,0.6174912452697754
Standard,0.6166666746139526,0.9622222185134888,0.9147329926490784,0.6676620841026306,0.6663651466369629
Control,0.5583333373069763,0.9544444680213928,0.9313063025474548,0.6463122963905334,0.6450567841529846
+APOE,0.5249999761581421,0.9711111187934875,0.8953089118003845,0.6236329078674316,0.6224214434623718
"+APOE+Edu
+Age",0.5916666388511658,0.9711111187934875,0.9313063025474548,0.6897670030593872,0.6884271502494812
Right only,0.5666666626930237,0.9688888788223267,0.9147329926490784,0.6527485847473145,0.6514805555343628
Both hemisphere,0.5916666388511658,0.9744444489479065,0.9313063025474548,0.6732302308082581,0.6719224452972412
L,0.5691056847572327,0.8451143503189087,0.6703488230705261,0.10297840088605881,0.10309486836194992
L1,0.46341463923454285,0.9085239171981812,0.8163265585899353,0.3738643229007721,0.3742871582508087
L2,0.5447154641151428,0.9438669681549072,0.8653846383094788,0.4412092864513397,0.4417082965373993
Final,0.6178861856460571,0.9656964540481567,0.9151629209518433,0.6004233360290527,0.6011024117469788
RF,0.577235758304596,0.9282744526863098,0.8362785577774048,0.5222100019454956,0.522800624370575
GB,0.5609756112098694,0.9594594836235046,0.8472933173179626,0.516538143157959,0.5171223282814026
SVR,0.577235758304596,0.9646569490432739,0.897282600402832,0.6118611097335815,0.6125531196594238
LSVR,0.46341463923454285,0.7962577939033508,0.7083333134651184,0.24980539083480835,0.2500879168510437
XGB,0.5528455376625061,0.9511434435844421,0.8653846383094788,0.516203761100769,0.5167876482009888
1,0.5853658318519592,0.9688149690628052,0.897282600402832,0.5918691158294678,0.5925385355949402
4,0.5853658318519592,0.9667359590530396,0.9151629209518433,0.6018785834312439,0.6025593280792236
0.1,0.6016260385513306,0.9428274631500244,0.8653846383094788,0.5368003845214844,0.5374075174331665
0.01,0.577235758304596,0.9251559376716614,0.8472933173179626,0.47699326276779175,0.4775327444076538
10,0.6260162591934204,0.957380473613739,0.932692289352417,0.590077817440033,0.590745210647583
100,0.5284552574157715,0.9324324131011963,0.8790123462677002,0.5005568861961365,0.5011230111122131
No scaler,0.5609756112098694,0.9501039385795593,0.897282600402832,0.5453746318817139,0.5459914803504944
Standard,0.577235758304596,0.9646569490432739,0.8990384340286255,0.5826236009597778,0.5832825899124146
Control,0.5609756112098694,0.9812889695167542,0.8444444537162781,0.5329576730728149,0.5335604548454285
+APOE,0.5691056847572327,0.9854469895362854,0.897282600402832,0.558346688747406,0.5589781999588013
"+APOE+Edu
+Age",0.6341463327407837,0.9760915040969849,0.9151629209518433,0.6189705729484558,0.6196706295013428
Right only,0.5528455376625061,0.9646569490432739,0.9151629209518433,0.5658252835273743,0.5664651989936829
Both hemisphere,0.5934959053993225,0.9604989886283875,0.9151629209518433,0.5656457543373108,0.5662854909896851
L,0.5245901346206665,0.9022868871688843,0.7794236540794373,0.3870643973350525,0.38894519209861755
L1,0.4754098355770111,0.8648648858070374,0.8058279752731323,0.4329587519168854,0.43506255745887756
L2,0.5409836173057556,0.9106029272079468,0.8790123462677002,0.4403143525123596,0.44245389103889465
Final,0.5245901346206665,0.8898128867149353,0.8444444537162781,0.4652078449726105,0.46746835112571716
RF,0.44262295961380005,0.8742203712463379,0.7649928331375122,0.39852410554885864,0.4004605710506439
GB,0.44262295961380005,0.8700623512268066,0.7802325487136841,0.38205191493034363,0.38390836119651794
SVR,0.4508196711540222,0.8877338767051697,0.7857142686843872,0.4716305136680603,0.4739222228527069
LSVR,0.4098360538482666,0.7619542479515076,0.6827458143234253,0.3000665605068207,0.3015246093273163
XGB,0.44262295961380005,0.8575883507728577,0.8011477589607239,0.39130985736846924,0.393211305141449
1,0.5081967115402222,0.8877338767051697,0.8253880143165588,0.46024930477142334,0.4624857008457184
4,0.5245901346206665,0.8929314017295837,0.860310435295105,0.46886444091796875,0.4711427092552185
0.1,0.5081967115402222,0.8783783912658691,0.809876561164856,0.45209425687789917,0.4542910158634186
0.01,0.46721312403678894,0.8731808662414551,0.7904656529426575,0.4380847215652466,0.4402134418487549
10,0.5163934230804443,0.8950104117393494,0.8253880143165588,0.468864768743515,0.47114303708076477
100,0.49180328845977783,0.8846153616905212,0.7705239653587341,0.4057539701461792,0.40772557258605957
No scaler,0.49180328845977783,0.9054054021835327,0.8011477589607239,0.4323519170284271,0.43445277214050293
Standard,0.5163934230804443,0.8659043908119202,0.7904656529426575,0.4036349356174469,0.4055962562561035
Control,0.5081967115402222,0.8690228462219238,0.8058279752731323,0.41665294766426086,0.41867750883102417
+APOE,0.5245901346206665,0.8773388862609863,0.8253880143165588,0.42821428179740906,0.43029502034187317
"+APOE+Edu
+Age",0.5327869057655334,0.8918918967247009,0.8214285969734192,0.5001777410507202,0.5026081800460815
Right only,0.5245901346206665,0.8773388862609863,0.7857142686843872,0.47253644466400146,0.47483256459236145
Both hemisphere,0.5163934230804443,0.8825364112854004,0.8011477589607239,0.4705416262149811,0.47282806038856506
L,0.37704917788505554,0.7713097929954529,0.6634615659713745,0.35621076822280884,0.35399556159973145
L1,0.4590163826942444,0.8305613398551941,0.7829313278198242,0.40055564045906067,0.39806467294692993
L2,0.4754098355770111,0.8596673607826233,0.7829313278198242,0.4607429802417755,0.4578776955604553
Final,0.5491803288459778,0.957380473613739,0.8133584856987,0.6619238257408142,0.657807469367981
RF,0.4836065471172333,0.883056104183197,0.7980769276618958,0.5646629929542542,0.5611514449119568
GB,0.5491803288459778,0.9490644335746765,0.8444444537162781,0.6094322204589844,0.6056423187255859
SVR,0.5245901346206665,0.952182948589325,0.8653846383094788,0.6260334253311157,0.6221402287483215
LSVR,0.40163934230804443,0.6632016897201538,0.5929180383682251,0.263006329536438,0.2613707482814789
XGB,0.5573770403862,0.9428274631500244,0.863043487071991,0.6274743676185608,0.6235722303390503
1,0.5409836173057556,0.952182948589325,0.8133584856987,0.6561461687088013,0.6520657539367676
4,0.5491803288459778,0.9636174440383911,0.8133584856987,0.6622380614280701,0.6581197381019592
0.1,0.5409836173057556,0.9293139576911926,0.8133584856987,0.6080915927886963,0.6043100357055664
0.01,0.5081967115402222,0.9064449071884155,0.760326087474823,0.5589924454689026,0.5555161833763123
10,0.5491803288459778,0.9594594836235046,0.8133584856987,0.6532233357429504,0.6491610407829285
100,0.5,0.9022868871688843,0.8133584856987,0.5869284868240356,0.5832785367965698
No scaler,0.4590163826942444,0.9168398976325989,0.8342105150222778,0.6082599759101868,0.6044773459434509
Standard,0.5409836173057556,0.957380473613739,0.809876561164856,0.6765390038490295,0.6723317503929138
Control,0.5081967115402222,0.9313929080963135,0.8288043737411499,0.6193380355834961,0.6154865026473999
+APOE,0.5409836173057556,0.9563409686088562,0.8253880143165588,0.6217160224914551,0.6178497076034546
"+APOE+Edu
+Age",0.5737704634666443,0.9594594836235046,0.8831169009208679,0.6603431105613708,0.6562365293502808
Right only,0.5655737519264221,0.9584199786186218,0.8472933173179626,0.6425318717956543,0.6385360956192017
Both hemisphere,0.5819672346115112,0.9542619585990906,0.8497217297554016,0.6519189476966858,0.6478647589683533
L,0.4628099203109741,0.7938033938407898,0.8081575036048889,0.2730354070663452,0.2723230719566345
L1,0.5454545617103577,0.8461538553237915,0.7620614171028137,0.3869483768939972,0.3859388828277588
