name,acc,auc,f1,lin,pearson
L2,0.4628099203109741,0.8279914259910583,0.8115501403808594,0.39180850982666016,0.3907863199710846
Final,0.5041322112083435,0.8846153616905212,0.827201783657074,0.5478253364562988,0.5463961362838745
RF,0.43801653385162354,0.87767094373703,0.8115501403808594,0.4726394712924957,0.47140640020370483
GB,0.5206611752510071,0.879273533821106,0.8324324488639832,0.5103527307510376,0.5090212821960449
SVR,0.5123966932296753,0.8856837749481201,0.8458137512207031,0.5313935279846191,0.5300071835517883
LSVR,0.3140496015548706,0.6239316463470459,0.5507246255874634,0.21479439735412598,0.21423402428627014
XGB,0.5289255976676941,0.8963675498962402,0.8458137512207031,0.5530217885971069,0.5515789985656738
1,0.5289255976676941,0.8835470080375671,0.8458137512207031,0.5452475547790527,0.543825089931488
4,0.5206611752510071,0.8803418874740601,0.8081575036048889,0.5455423593521118,0.544119119644165
0.1,0.5537189841270447,0.8814102411270142,0.8458137512207031,0.5110887885093689,0.5097554326057434
0.01,0.5289255976676941,0.8440170884132385,0.8115501403808594,0.47433915734291077,0.4731016755104065
10,0.5123966932296753,0.870726466178894,0.8081575036048889,0.5352019667625427,0.5338057279586792
100,0.5371900796890259,0.8472222089767456,0.7926421165466309,0.4844553768634796,0.48319149017333984
No scaler,0.4793388545513153,0.8760683536529541,0.8300438523292542,0.5054027438163757,0.5040842294692993
Standard,0.5206611752510071,0.8888888955116272,0.8617614507675171,0.5530754923820496,0.5516325831413269
Control,0.4710743725299835,0.8461538553237915,0.7685902714729309,0.5178924202919006,0.5165413022041321
+APOE,0.5454545617103577,0.8600427508354187,0.8238636255264282,0.5026876330375671,0.5013761520385742
"+APOE+Edu
+Age",0.5619834661483765,0.9113247990608215,0.8300438523292542,0.5827702283859253,0.5812498927116394
Right only,0.5041322112083435,0.870726466178894,0.8238636255264282,0.5357761383056641,0.5343783497810364
Both hemisphere,0.5289255976676941,0.8910256624221802,0.827201783657074,0.5542941689491272,0.5528481006622314
L,0.4333333373069763,0.7888888716697693,0.6732142567634583,0.356031209230423,0.3583742082118988
L1,0.4583333432674408,0.8611111044883728,0.7750354409217834,0.45862138271331787,0.46163949370384216
L2,0.5,0.8955555558204651,0.8063492178916931,0.5040627121925354,0.5073798298835754
Final,0.4833333194255829,0.9055555462837219,0.8383868336677551,0.5701906681060791,0.5739429593086243
RF,0.49166667461395264,0.9194444417953491,0.790617823600769,0.4957442581653595,0.4990066587924957
GB,0.5249999761581421,0.9155555367469788,0.8604118824005127,0.5346410274505615,0.5381594300270081
SVR,0.5333333611488342,0.9044444561004639,0.8578088283538818,0.5672602653503418,0.5709933042526245
LSVR,0.4333333373069763,0.6822222471237183,0.6611111164093018,0.2504734992980957,0.25212183594703674
XGB,0.46666666865348816,0.9133333563804626,0.8222610950469971,0.5245499610900879,0.5280017852783203
1,0.46666666865348816,0.9055555462837219,0.8547618985176086,0.5644922852516174,0.5682070851325989
4,0.4583333432674408,0.9044444561004639,0.8383868336677551,0.5751475095748901,0.5789324045181274
0.1,0.4833333194255829,0.8922222256660461,0.8383868336677551,0.5467319488525391,0.550329864025116
0.01,0.44999998807907104,0.8866666555404663,0.8024727702140808,0.5369468927383423,0.5404804348945618
10,0.46666666865348816,0.902222216129303,0.8222610950469971,0.5814091563224792,0.5852352976799011
100,0.5166666507720947,0.9122222065925598,0.7867133021354675,0.5815156102180481,0.5853424668312073
No scaler,0.4749999940395355,0.8899999856948853,0.8184523582458496,0.5703598260879517,0.5741132497787476
Standard,0.4749999940395355,0.9044444561004639,0.8222610950469971,0.5554677248001099,0.559123158454895
Control,0.5416666865348816,0.9222221970558167,0.790617823600769,0.5566724538803101,0.5603358149528503
+APOE,0.5416666865348816,0.9322222471237183,0.8255148530006409,0.584134578704834,0.5879786610603333
"+APOE+Edu
+Age",0.5,0.9355555772781372,0.8442553281784058,0.5922998189926147,0.5961976051330566
Right only,0.5166666507720947,0.9288889169692993,0.8063492178916931,0.5645893216133118,0.5683047771453857
Both hemisphere,0.46666666865348816,0.9011111259460449,0.8222610950469971,0.5637933611869812,0.5675035715103149
L,0.4390243887901306,0.8316008448600769,0.75,0.34991925954818726,0.3488457500934601
L1,0.47154471278190613,0.8742203712463379,0.7945652008056641,0.4862101674079895,0.48471856117248535
L2,0.4878048896789551,0.9106029272079468,0.7753086686134338,0.4574299454689026,0.4560266435146332
Final,0.5609756112098694,0.9615384340286255,0.8653846383094788,0.5624513626098633,0.5607258677482605
RF,0.5365853905677795,0.9506236910820007,0.8253880143165588,0.5230730175971985,0.5214682817459106
GB,0.5447154641151428,0.9553014636039734,0.8472933173179626,0.5760877728462219,0.5743204355239868
SVR,0.5528455376625061,0.9553014636039734,0.8831169009208679,0.5466918349266052,0.5450146794319153
LSVR,0.46341463923454285,0.7671517729759216,0.6870588064193726,0.328247606754303,0.32724061608314514
XGB,0.5121951103210449,0.9365904331207275,0.8812280893325806,0.5572147369384766,0.5555053353309631
1,0.5447154641151428,0.9594594836235046,0.8288043737411499,0.5678430199623108,0.5661009550094604
4,0.5528455376625061,0.9584199786186218,0.8812280893325806,0.5552045106887817,0.5535012483596802
0.1,0.5284552574157715,0.9345114231109619,0.8133584856987,0.55448979139328,0.5527887344360352
0.01,0.5447154641151428,0.9230769276618958,0.8133584856987,0.5100452899932861,0.5084805488586426
10,0.5365853905677795,0.9532224535942078,0.863043487071991,0.5421108603477478,0.5404477715492249
100,0.5365853905677795,0.9116424322128296,0.7945652008056641,0.4705061912536621,0.4690627455711365
No scaler,0.4878048896789551,0.9407484531402588,0.8317307829856873,0.5494248270988464,0.5477392673492432
Standard,0.5609756112098694,0.9313929080963135,0.8472933173179626,0.5504729151725769,0.5487841367721558
Control,0.5447154641151428,0.9563409686088562,0.8990384340286255,0.5325931310653687,0.5309592485427856
+APOE,0.5609756112098694,0.9469854235649109,0.933684229850769,0.5489026308059692,0.5472186803817749
"+APOE+Edu
+Age",0.5528455376625061,0.9469854235649109,0.8472933173179626,0.5813359618186951,0.5795525312423706
Right only,0.5284552574157715,0.9261954426765442,0.863043487071991,0.5051146745681763,0.5035650134086609
Both hemisphere,0.4878048896789551,0.9501039385795593,0.8253880143165588,0.531802773475647,0.530171275138855
L,0.4098360538482666,0.7338877320289612,0.5729442834854126,0.17898884415626526,0.17829908430576324
L1,0.4262295067310333,0.8191268444061279,0.7347368597984314,0.3576025366783142,0.3562244474887848
L2,0.4754098355770111,0.8243243098258972,0.7980769276618958,0.34981971979141235,0.34847161173820496
Final,0.5491803288459778,0.8762993812561035,0.8288043737411499,0.5733921527862549,0.5711824893951416
RF,0.4344262182712555,0.8633056282997131,0.7352199554443359,0.46839508414268494,0.466590017080307
GB,0.5327869057655334,0.8939709067344666,0.8253880143165588,0.5625849366188049,0.5604168772697449
SVR,0.5081967115402222,0.8762993812561035,0.809876561164856,0.5542767643928528,0.5521407723426819
LSVR,0.4344262182712555,0.7671517729759216,0.7015789747238159,0.2728275656700134,0.2717761695384979
XGB,0.5245901346206665,0.8908523917198181,0.8472933173179626,0.5648232102394104,0.5626465082168579
1,0.5245901346206665,0.8690228462219238,0.809876561164856,0.5617108345031738,0.559546172618866
4,0.5245901346206665,0.879417896270752,0.8288043737411499,0.5808200240135193,0.578581690788269
0.1,0.4836065471172333,0.8482328653335571,0.7904656529426575,0.5214648842811584,0.5194553136825562
0.01,0.4754098355770111,0.8274428248405457,0.7352199554443359,0.4891206622123718,0.4872357249259949
10,0.5163934230804443,0.8898128867149353,0.809876561164856,0.5819494128227234,0.5797067880630493
100,0.49180328845977783,0.9012473821640015,0.809876561164856,0.5405439734458923,0.538460910320282
No scaler,0.5245901346206665,0.8503118753433228,0.809876561164856,0.5243063569068909,0.5222858786582947
Standard,0.5409836173057556,0.8731808662414551,0.7945652008056641,0.557215690612793,0.5550683736801147
Control,0.5163934230804443,0.8939709067344666,0.809876561164856,0.5272631645202637,0.5252313017845154
+APOE,0.5,0.897089421749115,0.8411319851875305,0.5195596218109131,0.5175573825836182
"+APOE+Edu
+Age",0.5491803288459778,0.8991683721542358,0.8253880143165588,0.5929665565490723,0.5906814336776733
Right only,0.5409836173057556,0.8825364112854004,0.7904656529426575,0.5841087698936462,0.5818578004837036
Both hemisphere,0.5491803288459778,0.8846153616905212,0.8288043737411499,0.5761855840682983,0.5739651322364807
L,0.5491803288459778,0.8783783912658691,0.7980769276618958,0.38517042994499207,0.3823472261428833
L1,0.5327869057655334,0.8804574012756348,0.8133584856987,0.39915362000465393,0.3962279260158539
L2,0.5901639461517334,0.9158003926277161,0.8497217297554016,0.46761441230773926,0.4641869068145752
Final,0.6475409865379333,0.9677754640579224,0.8790123462677002,0.6121932864189148,0.6077060699462891
RF,0.5573770403862,0.9339916706085205,0.8990384340286255,0.5288054347038269,0.524929404258728
GB,0.5327869057655334,0.9760915040969849,0.897282600402832,0.606886088848114,0.6024377942085266
SVR,0.5819672346115112,0.9459459185600281,0.8790123462677002,0.6036928296089172,0.5992678999900818
LSVR,0.3852458894252777,0.6975051760673523,0.596670925617218,0.20001298189163208,0.19854694604873657
XGB,0.5491803288459778,0.9844074845314026,0.897282600402832,0.654561460018158,0.6497637629508972
1,0.6557376980781555,0.9636174440383911,0.897282600402832,0.6228041648864746,0.618239164352417
4,0.6475409865379333,0.9646569490432739,0.8790123462677002,0.5988141894340515,0.5944250226020813
0.1,0.6229507923126221,0.9688149690628052,0.897282600402832,0.6326177716255188,0.6279808878898621
0.01,0.5901639461517334,0.9532224535942078,0.8653846383094788,0.6017290353775024,0.5973185300827026
10,0.6147540807723999,0.9604989886283875,0.860310435295105,0.5777187347412109,0.5734841823577881
100,0.5655737519264221,0.9303534030914307,0.8411319851875305,0.5039856433868408,0.5002915859222412
No scaler,0.6229507923126221,0.9303534030914307,0.8444444537162781,0.5598665475845337,0.5557628870010376
Standard,0.5737704634666443,0.927234947681427,0.8472933173179626,0.5863308310508728,0.5820331573486328
Control,0.688524603843689,0.9625779390335083,0.8444444537162781,0.5767539143562317,0.5725264549255371
+APOE,0.6721311211585999,0.969854474067688,0.860310435295105,0.567979097366333,0.5638159513473511
"+APOE+Edu
+Age",0.6639344096183777,0.9968814849853516,0.897282600402832,0.6490491628646851,0.6442917585372925
Right only,0.5983606576919556,0.9604989886283875,0.897282600402832,0.591019868850708,0.5866878628730774
Both hemisphere,0.6065573692321777,0.9594594836235046,0.8790123462677002,0.606315016746521,0.6018708944320679
L,0.3719008266925812,0.7777777910232544,0.7119628190994263,0.3418874442577362,0.3410523235797882
L1,0.5041322112083435,0.8568376302719116,0.7835079431533813,0.36103639006614685,0.36015447974205017
L2,0.44628098607063293,0.8269230723381042,0.7534090876579285,0.35368257761001587,0.35281866788864136
Final,0.4958677589893341,0.8557692170143127,0.8238636255264282,0.5363085865974426,0.5349985361099243
RF,0.4628099203109741,0.8627136945724487,0.8081575036048889,0.4419335126876831,0.440854012966156
GB,0.43801653385162354,0.8664529919624329,0.7685902714729309,0.47796201705932617,0.4767945110797882
SVR,0.4710743725299835,0.8397436141967773,0.7732771039009094,0.5075698494911194,0.5063300132751465
LSVR,0.39669421315193176,0.6805555820465088,0.6356837749481201,0.15250281989574432,0.15213030576705933
XGB,0.42975205183029175,0.8643162250518799,0.7329887747764587,0.43740391731262207,0.4363354444503784
1,0.4876033067703247,0.8493589758872986,0.8238636255264282,0.5379459857940674,0.5366320013999939
4,0.4628099203109741,0.8450854420661926,0.7926421165466309,0.5288499593734741,0.5275581479072571
0.1,0.4793388545513153,0.8365384340286255,0.7926421165466309,0.511587381362915,0.510337769985199
0.01,0.4958677589893341,0.7927350401878357,0.8081575036048889,0.463688462972641,0.46255579590797424
10,0.43801653385162354,0.8333333134651184,0.7534090876579285,0.513046145439148,0.5117929577827454
100,0.42148759961128235,0.7873931527137756,0.7685902714729309,0.46695682406425476,0.4658161997795105
No scaler,0.44628098607063293,0.8557692170143127,0.7926421165466309,0.4814262390136719,0.4802502691745758
Standard,0.5041322112083435,0.8547008633613586,0.8238636255264282,0.5008242726325989,0.49960091710090637
Control,0.4710743725299835,0.8354700803756714,0.7383966445922852,0.48520392179489136,0.4840187132358551
+APOE,0.5041322112083435,0.8579059839248657,0.8081575036048889,0.5251163840293884,0.5238337516784668
"+APOE+Edu
+Age",0.5206611752510071,0.8643162250518799,0.8617614507675171,0.5817837715148926,0.5803626775741577
Right only,0.4545454680919647,0.8568376302719116,0.7886363863945007,0.5424744486808777,0.541149377822876
Both hemisphere,0.4545454680919647,0.8547008633613586,0.7732771039009094,0.5321826934814453,0.530882716178894
L,0.5249999761581421,0.9088888764381409,0.8933566212654114,0.48403263092041016,0.4805481433868408
L1,0.5166666507720947,0.9200000166893005,0.8184523582458496,0.45583903789520264,0.4525575339794159
L2,0.5249999761581421,0.9366666674613953,0.8933566212654114,0.5274986028671265,0.5237012505531311
Final,0.5416666865348816,0.9366666674613953,0.9119769334793091,0.6481988430023193,0.6435325741767883
RF,0.5083333253860474,0.8911111354827881,0.8282657861709595,0.6148583292961121,0.6104320287704468
GB,0.5166666507720947,0.9155555367469788,0.8415584564208984,0.5609937906265259,0.5569552779197693
SVR,0.5416666865348816,0.9277777671813965,0.8953089118003845,0.6246495842933655,0.6201528310775757
LSVR,0.375,0.7411110997200012,0.6565315127372742,0.3124087452888489,0.3101597726345062
XGB,0.5333333611488342,0.9266666769981384,0.8933566212654114,0.5959789752960205,0.5916886329650879
1,0.5249999761581421,0.9377777576446533,0.9119769334793091,0.6371299028396606,0.6325432658195496
4,0.5166666507720947,0.9377777576446533,0.8933566212654114,0.6564617156982422,0.6517359614372253
0.1,0.5666666626930237,0.9344444274902344,0.9134751558303833,0.5979735255241394,0.5936688184738159
0.01,0.5583333373069763,0.9288889169692993,0.8953089118003845,0.5595808625221252,0.5555525422096252
10,0.5166666507720947,0.9433333277702332,0.8743008375167847,0.6599500179290771,0.6551991105079651
100,0.5,0.9311110973358154,0.79795241355896,0.6118720769882202,0.6074672937393188
No scaler,0.5249999761581421,0.949999988079071,0.8767676949501038,0.590736985206604,0.5864843726158142
Standard,0.5249999761581421,0.9155555367469788,0.8767676949501038,0.5953589081764221,0.5910729765892029
Control,0.5333333611488342,0.9411110877990723,0.8578088283538818,0.5926473736763,0.5883809924125671
+APOE,0.5583333373069763,0.95333331823349,0.8743008375167847,0.6032206416130066,0.5988781452178955
"+APOE+Edu
+Age",0.574999988079071,0.9522222280502319,0.8953089118003845,0.635064423084259,0.6304926872253418
Right only,0.574999988079071,0.9444444179534912,0.9119769334793091,0.6293503642082214,0.6248197555541992
Both hemisphere,0.5333333611488342,0.9366666674613953,0.8933566212654114,0.6371169090270996,0.6325303912162781
L,0.39024388790130615,0.7920997738838196,0.7555432319641113,0.2580355107784271,0.25645098090171814
L1,0.5203251838684082,0.867983341217041,0.809876561164856,0.32329893112182617,0.32131361961364746
L2,0.46341463923454285,0.8846153616905212,0.7945652008056641,0.4074020981788635,0.40490034222602844
Final,0.5447154641151428,0.9230769276618958,0.8812280893325806,0.5465326309204102,0.543176531791687
RF,0.43089431524276733,0.8835758566856384,0.7753086686134338,0.455409973859787,0.4526134431362152
GB,0.4878048896789551,0.9303534030914307,0.8653846383094788,0.5006266832351685,0.4975524842739105
SVR,0.5365853905677795,0.9209979176521301,0.8812280893325806,0.5516495704650879,0.5482620596885681
LSVR,0.4065040647983551,0.7390852570533752,0.657608687877655,0.2250356674194336,0.22365379333496094
XGB,0.5121951103210449,0.9241164326667786,0.8317307829856873,0.4869009256362915,0.48391100764274597
1,0.5609756112098694,0.9168398976325989,0.8990384340286255,0.5365586876869202,0.5332638621330261
4,0.5934959053993225,0.9293139576911926,0.897282600402832,0.5532448291778564,0.5498475432395935
0.1,0.5203251838684082,0.8991683721542358,0.8444444537162781,0.49929937720298767,0.4962333142757416
0.01,0.49593496322631836,0.867983341217041,0.7753086686134338,0.4610294699668884,0.4581984281539917
10,0.5691056847572327,0.9324324131011963,0.8790123462677002,0.55391526222229,0.5505138635635376
100,0.5528455376625061,0.9417879581451416,0.8444444537162781,0.5044851899147034,0.5013872981071472
No scaler,0.5447154641151428,0.9158003926277161,0.7904656529426575,0.4710620939731598,0.4681694209575653
Standard,0.49593496322631836,0.9022868871688843,0.863043487071991,0.5145307779312134,0.5113711357116699
Control,0.4796747863292694,0.9334719181060791,0.8214285969734192,0.5062971711158752,0.5031881332397461
+APOE,0.49593496322631836,0.9511434435844421,0.8790123462677002,0.5359099507331848,0.532619059085846
"+APOE+Edu
+Age",0.5040650367736816,0.9313929080963135,0.7904656529426575,0.5445791482925415,0.5412350296974182
Right only,0.46341463923454285,0.9116424322128296,0.7753086686134338,0.4874129295349121,0.4844198524951935
Both hemisphere,0.4878048896789551,0.9189189076423645,0.8288043737411499,0.5203285217285156,0.517133355140686
L,0.4754098355770111,0.8118503093719482,0.7555432319641113,0.42982903122901917,0.42776763439178467
L1,0.4262295067310333,0.8430353403091431,0.7904656529426575,0.39578935503959656,0.39389121532440186
L2,0.5245901346206665,0.8544698357582092,0.8058279752731323,0.47552570700645447,0.47324517369270325
Final,0.5,0.8492723703384399,0.75,0.4773792028427124,0.47508975863456726
RF,0.5081967115402222,0.8882536292076111,0.8011477589607239,0.4843144416809082,0.4819917380809784
GB,0.5327869057655334,0.8898128867149353,0.8288043737411499,0.5331741571426392,0.5306171178817749
SVR,0.5327869057655334,0.8534303307533264,0.8058279752731323,0.48319199681282043,0.4808746874332428
LSVR,0.3196721374988556,0.6590436697006226,0.5548912882804871,0.15329432487487793,0.15255916118621826
XGB,0.5163934230804443,0.8648648858070374,0.809876561164856,0.47778746485710144,0.4754960238933563
1,0.5409836173057556,0.8461538553237915,0.7705239653587341,0.47000089287757874,0.4677468538284302
4,0.4754098355770111,0.8544698357582092,0.7649928331375122,0.4833309054374695,0.4810129404067993
0.1,0.5163934230804443,0.8419958353042603,0.7649928331375122,0.44872772693634033,0.44657570123672485
0.01,0.5081967115402222,0.8409563302993774,0.8011477589607239,0.4310295581817627,0.4289624094963074
10,0.5,0.8648648858070374,0.7649928331375122,0.48518106341362,0.4828542470932007
100,0.4508196711540222,0.8825364112854004,0.7649928331375122,0.43907633423805237,0.43697062134742737
No scaler,0.5081967115402222,0.8825364112854004,0.8288043737411499,0.45443472266197205,0.45225533843040466
Standard,0.6065573692321777,0.8835758566856384,0.8288043737411499,0.4754308760166168,0.4731507897377014
Control,0.5655737519264221,0.9085239171981812,0.8058279752731323,0.48367229104042053,0.48135268688201904
+APOE,0.5491803288459778,0.9033263921737671,0.8058279752731323,0.4754713177680969,0.4731910228729248
"+APOE+Edu
+Age",0.5409836173057556,0.8846153616905212,0.8444444537162781,0.5103448033332825,0.5078972578048706
Right only,0.5327869057655334,0.8866943717002869,0.860310435295105,0.5199143290519714,0.5174208879470825
Both hemisphere,0.5409836173057556,0.8575883507728577,0.8058279752731323,0.4865249991416931,0.4841917157173157
L,0.4836065471172333,0.7463617324829102,0.5599756836891174,0.012315794825553894,0.01225184090435505
L1,0.41803279519081116,0.8014553189277649,0.6634615659713745,0.242427259683609,0.24116836488246918
L2,0.44262295961380005,0.8149688243865967,0.7407407164573669,0.26585856080055237,0.26447799801826477
Final,0.5491803288459778,0.9636174440383911,0.8812280893325806,0.5658804178237915,0.5629419088363647
RF,0.5163934230804443,0.9069646596908569,0.7904656529426575,0.4535119831562042,0.45115697383880615
GB,0.5163934230804443,0.9324324131011963,0.8444444537162781,0.46795088052749634,0.4655208885669708
SVR,0.5245901346206665,0.9251559376716614,0.863043487071991,0.5088894963264465,0.5062469244003296
LSVR,0.44262295961380005,0.6715176701545715,0.6111111044883728,0.11905301362276077,0.11843479424715042
XGB,0.5327869057655334,0.9033263921737671,0.7753086686134338,0.4417695701122284,0.43947547674179077
1,0.5491803288459778,0.9708939790725708,0.863043487071991,0.575268030166626,0.572280764579773
4,0.5491803288459778,0.9511434435844421,0.8812280893325806,0.5516219139099121,0.5487574338912964
0.1,0.5901639461517334,0.969854474067688,0.863043487071991,0.578314483165741,0.5753113627433777
0.01,0.5655737519264221,0.9469854235649109,0.8653846383094788,0.5539495348930359,0.5510729551315308
10,0.5655737519264221,0.9282744526863098,0.863043487071991,0.5258073210716248,0.5230768918991089
100,0.5163934230804443,0.885654866695404,0.8444444537162781,0.4384322762489319,0.4361555874347687
No scaler,0.5081967115402222,0.9137214422225952,0.8133584856987,0.45280081033706665,0.45044949650764465
Standard,0.5409836173057556,0.9532224535942078,0.8444444537162781,0.5441837906837463,0.5413579344749451
Control,0.5245901346206665,0.9604989886283875,0.8253880143165588,0.5311915874481201,0.5284332036972046
+APOE,0.5655737519264221,0.957380473613739,0.8812280893325806,0.5183587074279785,0.5156669616699219
"+APOE+Edu
+Age",0.5983606576919556,0.9792099595069885,0.860310435295105,0.6053497195243835,0.6022062301635742
Right only,0.5409836173057556,0.9667359590530396,0.8790123462677002,0.5596530437469482,0.5567468404769897
Both hemisphere,0.5655737519264221,0.9636174440383911,0.8990384340286255,0.5590656995773315,0.5561625361442566
L,0.4710743725299835,0.813034176826477,0.6940789222717285,0.3772934079170227,0.3753606975078583
L1,0.42975205183029175,0.7873931527137756,0.7235228419303894,0.3289574086666107,0.32727229595184326
L2,0.4958677589893341,0.8322649598121643,0.7502014636993408,0.4454087018966675,0.4431270658969879
Final,0.5289255976676941,0.9220085740089417,0.8458137512207031,0.6253437995910645,0.6221404075622559
RF,0.3636363744735718,0.8595085740089417,0.7383966445922852,0.466979056596756,0.46458691358566284
GB,0.44628098607063293,0.9294871687889099,0.8081575036048889,0.5868968367576599,0.5838903784751892
SVR,0.4793388545513153,0.9241452813148499,0.8300438523292542,0.6040443778038025,0.6009501218795776
LSVR,0.3719008266925812,0.6570512652397156,0.5639943480491638,0.17550134658813477,0.17460232973098755
XGB,0.44628098607063293,0.9038461446762085,0.7534090876579285,0.508225679397583,0.5056222677230835
1,0.5454545617103577,0.9230769276618958,0.8617614507675171,0.627448320388794,0.6242341995239258
4,0.5289255976676941,0.9198718070983887,0.827201783657074,0.622366726398468,0.6191785931587219
0.1,0.5289255976676941,0.9177350401878357,0.8458137512207031,0.6198517680168152,0.6166765093803406
0.01,0.5123966932296753,0.9017093777656555,0.8640350699424744,0.5928568243980408,0.5898198485374451
10,0.5454545617103577,0.9081196784973145,0.827201783657074,0.6167826056480408,0.6136230826377869
100,0.5206611752510071,0.8621794581413269,0.7685902714729309,0.569945216178894,0.5670256614685059
No scaler,0.5454545617103577,0.9209401607513428,0.9143409729003906,0.5939704179763794,0.59092777967453
Standard,0.5041322112083435,0.9155982732772827,0.8819047808647156,0.6082355976104736,0.6051198244094849
Control,0.5619834661483765,0.8611111044883728,0.7806802988052368,0.5470739006996155,0.5442714691162109
+APOE,0.586776852607727,0.872863233089447,0.7960526347160339,0.5773735046386719,0.5744158625602722
"+APOE+Edu
+Age",0.6033057570457458,0.9294871687889099,0.8819047808647156,0.658968448638916,0.6555927991867065
Right only,0.5289255976676941,0.9027777910232544,0.7960526347160339,0.6224330067634583,0.6192445755004883
Both hemisphere,0.5454545617103577,0.9113247990608215,0.8144217729568481,0.6213634014129639,0.6181803941726685
L,0.46666666865348816,0.847777783870697,0.809645414352417,0.37055742740631104,0.3678337633609772
L1,0.5,0.8755555748939514,0.7939189076423645,0.46634000539779663,0.46291232109069824
L2,0.5083333253860474,0.9200000166893005,0.8255148530006409,0.5035440921783447,0.4998430013656616
Final,0.5249999761581421,0.9311110973358154,0.8767676949501038,0.6168266534805298,0.6122929453849792
RF,0.5083333253860474,0.8788889050483704,0.8063492178916931,0.503188967704773,0.4994904696941376
GB,0.5333333611488342,0.9088888764381409,0.8604118824005127,0.5691993832588196,0.5650156736373901
SVR,0.5333333611488342,0.9044444561004639,0.8767676949501038,0.5627391934394836,0.5586029887199402
LSVR,0.4333333373069763,0.7733333110809326,0.7497949004173279,0.41444507241249084,0.41139885783195496
XGB,0.5249999761581421,0.9177777767181396,0.8415584564208984,0.5692561864852905,0.5650720596313477
1,0.5416666865348816,0.9288889169692993,0.8767676949501038,0.6193053126335144,0.6147533655166626
4,0.5249999761581421,0.9277777671813965,0.8767676949501038,0.6147875785827637,0.6102688312530518
0.1,0.5333333611488342,0.9144444465637207,0.8788652420043945,0.6232008934020996,0.6186202764511108
0.01,0.550000011920929,0.9188888669013977,0.8626126050949097,0.6057240962982178,0.60127192735672
10,0.5166666507720947,0.9288889169692993,0.8578088283538818,0.6140773296356201,0.6095638275146484
100,0.5,0.8922222256660461,0.7867133021354675,0.6022374033927917,0.5978108644485474
No scaler,0.5,0.9011111259460449,0.7867133021354675,0.6257363557815552,0.6211370825767517
Standard,0.5083333253860474,0.9100000262260437,0.8222610950469971,0.5974642038345337,0.5930727124214172
Control,0.5166666507720947,0.9244444370269775,0.8415584564208984,0.5801827311515808,0.5759183168411255
+APOE,0.5166666507720947,0.9266666769981384,0.8383868336677551,0.5673856139183044,0.5632152557373047
"+APOE+Edu
+Age",0.574999988079071,0.9211111068725586,0.8767676949501038,0.6416860222816467,0.6369695067405701
Right only,0.6000000238418579,0.9266666769981384,0.8578088283538818,0.6198837757110596,0.6153275370597839
Both hemisphere,0.5166666507720947,0.9288889169692993,0.8767676949501038,0.620880126953125,0.616316556930542
